[  580751ms] [LOG] FPS: 40.4698450301056 | Frame avg: 24.709756097560984ms | Frame max: 34.4        ms | Game avg: 0.0         ms | Render avg: 0.002439024390243903ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  585771ms] [LOG] FPS: 41.538918010088025 | Frame avg: 24.073809523809523ms | Frame max: 33.1        ms | Game avg: 0.0         ms | Render avg: 0.0071428571428571435ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  590759ms] [LOG] FPS: 39.98800359892032 | Frame avg: 25.007499999999997ms | Frame max: 35.0        ms | Game avg: 0.0025      ms | Render avg: 0.0         ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  595761ms] [LOG] FPS: 40.02733574148199 | Frame avg: 24.98292682926829ms | Frame max: 32.900000000000006ms | Game avg: 0.012195121951219513ms | Render avg: 0.009756097560975611ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  600759ms] [LOG] FPS: 43.29004329004328 | Frame avg: 23.100000000000005ms | Frame max: 37.00000000000001ms | Game avg: 0.004545454545454545ms | Render avg: 0.018181818181818184ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  605758ms] [LOG] FPS: 42.91417165668663 | Frame avg: 23.302325581395348ms | Frame max: 31.400000000000006ms | Game avg: 0.0         ms | Render avg: 0.009302325581395349ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  610758ms] [LOG] FPS: 41.67493550307601 | Frame avg: 23.995238095238097ms | Frame max: 31.6        ms | Game avg: 0.002380952380952381ms | Render avg: 0.004761904761904762ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  615781ms] [LOG] FPS: 42.439794709830245 | Frame avg: 23.562790697674416ms | Frame max: 31.7        ms | Game avg: 0.0         ms | Render avg: 0.009302325581395349ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  620742ms] [LOG] FPS: 41.2492634060106 | Frame avg: 24.24285714285715ms | Frame max: 34.800000000000004ms | Game avg: 0.014285714285714287ms | Render avg: 0.016666666666666666ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  625754ms] [LOG] FPS: 40.73926868044514 | Frame avg: 24.546341463414638ms | Frame max: 34.60000000000001ms | Game avg: 0.0         ms | Render avg: 0.007317073170731709ms | Window hitches: 4 @ http://127.0.0.1:9999/pixl.js:5
[  630741ms] [LOG] FPS: 42.33116755266786 | Frame avg: 23.623255813953485ms | Frame max: 39.400000000000006ms | Game avg: 0.0         ms | Render avg: 0.025581395348837216ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  635743ms] [LOG] FPS: 40.95085896923692 | Frame avg: 24.419512195121946ms | Frame max: 33.7        ms | Game avg: 0.0         ms | Render avg: 0.019512195121951223ms | Window hitches: 3 @ http://127.0.0.1:9999/pixl.js:5
[  640757ms] [LOG] FPS: 41.983206717313074 | Frame avg: 23.81904761904762ms | Frame max: 38.2        ms | Game avg: 0.0         ms | Render avg: 0.004761904761904762ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  645755ms] [LOG] FPS: 43.37111877772303 | Frame avg: 23.056818181818176ms | Frame max: 34.9        ms | Game avg: 0.01818181818181818ms | Render avg: 0.011363636363636364ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  650742ms] [LOG] FPS: 41.60475482912334 | Frame avg: 24.03571428571428ms | Frame max: 34.300000000000004ms | Game avg: 0.0         ms | Render avg: 0.002380952380952381ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  655754ms] [LOG] FPS: 40.654437283093706 | Frame avg: 24.597560975609753ms | Frame max: 34.5        ms | Game avg: 0.0         ms | Render avg: 0.004878048780487806ms | Window hitches: 3 @ http://127.0.0.1:9999/pixl.js:5
[  660761ms] [LOG] FPS: 45.37384099427896 | Frame avg: 22.039130434782606ms | Frame max: 35.1        ms | Game avg: 0.004347826086956522ms | Render avg: 0.015217391304347828ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  665768ms] [LOG] FPS: 41.95804195804196 | Frame avg: 23.833333333333332ms | Frame max: 40.900000000000006ms | Game avg: 0.0         ms | Render avg: 0.004761904761904762ms | Window hitches: 3 @ http://127.0.0.1:9999/pixl.js:5
[  670767ms] [LOG] FPS: 41.30605822187253 | Frame avg: 24.209523809523812ms | Frame max: 36.1        ms | Game avg: 0.0071428571428571435ms | Render avg: 0.0071428571428571435ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  675764ms] [LOG] FPS: 40.686712315173175 | Frame avg: 24.5780487804878ms | Frame max: 37.900000000000006ms | Game avg: 0.002439024390243903ms | Render avg: 0.012195121951219513ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  680774ms] [LOG] FPS: 42.443983812061994 | Frame avg: 23.56046511627907ms | Frame max: 31.8        ms | Game avg: 0.002325581395348837ms | Render avg: 0.0069767441860465115ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  685776ms] [LOG] FPS: 37.32442785580983 | Frame avg: 26.7921052631579ms | Frame max: 30.700000000000003ms | Game avg: 0.002631578947368421ms | Render avg: 0.007894736842105265ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  690757ms] [LOG] FPS: 40.70286905589199 | Frame avg: 24.56829268292683ms | Frame max: 34.4        ms | Game avg: 0.002439024390243903ms | Render avg: 0.014634146341463417ms | Window hitches: 3 @ http://127.0.0.1:9999/pixl.js:5
[  695758ms] [LOG] FPS: 42.26459602909377 | Frame avg: 23.66046511627907ms | Frame max: 33.6        ms | Game avg: 0.013953488372093023ms | Render avg: 0.009302325581395349ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  700749ms] [LOG] FPS: 41.481481481481495 | Frame avg: 24.10714285714285ms | Frame max: 33.2        ms | Game avg: 0.0         ms | Render avg: 0.004761904761904762ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  705751ms] [LOG] FPS: 36.31010794896957 | Frame avg: 27.540540540540544ms | Frame max: 30.000000000000004ms | Game avg: 0.008108108108108109ms | Render avg: 0.002702702702702703ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  710776ms] [LOG] FPS: 41.12003132954768 | Frame avg: 24.319047619047623ms | Frame max: 33.0        ms | Game avg: 0.002380952380952381ms | Render avg: 0.002380952380952381ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  715760ms] [LOG] FPS: 42.6480566056024 | Frame avg: 23.447727272727274ms | Frame max: 34.4        ms | Game avg: 0.0         ms | Render avg: 0.004545454545454545ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  720740ms] [LOG] FPS: 42.713817423264146 | Frame avg: 23.411627906976737ms | Frame max: 33.9        ms | Game avg: 0.0         ms | Render avg: 0.004651162790697674ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  725769ms] [LOG] FPS: 41.41603392170397 | Frame avg: 24.145238095238096ms | Frame max: 34.800000000000004ms | Game avg: 0.0         ms | Render avg: 0.014285714285714287ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  730775ms] [LOG] FPS: 40.39408866995073 | Frame avg: 24.756097560975615ms | Frame max: 34.4        ms | Game avg: 0.004878048780487806ms | Render avg: 0.002439024390243903ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  735758ms] [LOG] FPS: 41.37115839243499 | Frame avg: 24.17142857142857ms | Frame max: 33.2        ms | Game avg: 0.002380952380952381ms | Render avg: 0.0071428571428571435ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  740757ms] [LOG] FPS: 42.93130990415335 | Frame avg: 23.293023255813953ms | Frame max: 33.5        ms | Game avg: 0.004651162790697674ms | Render avg: 0.0         ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  745751ms] [LOG] FPS: 41.30605822187253 | Frame avg: 24.209523809523812ms | Frame max: 31.8        ms | Game avg: 0.009523809523809525ms | Render avg: 0.004761904761904762ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  750768ms] [LOG] FPS: 39.82873643333665 | Frame avg: 25.107499999999998ms | Frame max: 33.5        ms | Game avg: 0.0025      ms | Render avg: 0.0075000000000000015ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  755750ms] [LOG] FPS: 42.293695288679054 | Frame avg: 23.64418604651163ms | Frame max: 31.7        ms | Game avg: 0.002325581395348837ms | Render avg: 0.002325581395348837ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  760761ms] [LOG] FPS: 40.322580645161295 | Frame avg: 24.8        ms | Frame max: 32.900000000000006ms | Game avg: 0.0         ms | Render avg: 0.012195121951219513ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  765768ms] [LOG] FPS: 42.227241480899536 | Frame avg: 23.68139534883721ms | Frame max: 32.900000000000006ms | Game avg: 0.0069767441860465115ms | Render avg: 0.013953488372093023ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  770758ms] [LOG] FPS: 40.95904095904096 | Frame avg: 24.41463414634146ms | Frame max: 32.5        ms | Game avg: 0.009756097560975611ms | Render avg: 0.012195121951219513ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  775742ms] [LOG] FPS: 40.99560761346998 | Frame avg: 24.392857142857146ms | Frame max: 31.5        ms | Game avg: 0.002380952380952381ms | Render avg: 0.002380952380952381ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  780761ms] [LOG] FPS: 41.873600155808745 | Frame avg: 23.88139534883721ms | Frame max: 34.800000000000004ms | Game avg: 0.002325581395348837ms | Render avg: 0.011627906976744188ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  785775ms] [LOG] FPS: 40.88552054248105 | Frame avg: 24.458536585365852ms | Frame max: 32.400000000000006ms | Game avg: 0.0         ms | Render avg: 0.002439024390243903ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  790767ms] [LOG] FPS: 53.465346534653456 | Frame avg: 18.70370370370371ms | Frame max: 23.700000000000003ms | Game avg: 0.003703703703703704ms | Render avg: 0.003703703703703704ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  795756ms] [LOG] FPS: 39.97659906396255 | Frame avg: 25.014634146341464ms | Frame max: 34.10000000000001ms | Game avg: 0.0         ms | Render avg: 0.004878048780487806ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  800756ms] [LOG] FPS: 41.42011834319526 | Frame avg: 24.142857142857142ms | Frame max: 37.2        ms | Game avg: 0.0         ms | Render avg: 0.002380952380952381ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  805759ms] [LOG] FPS: 41.943035505267254 | Frame avg: 23.841860465116284ms | Frame max: 33.0        ms | Game avg: 0.004651162790697674ms | Render avg: 0.016279069767441864ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  810761ms] [LOG] FPS: 49.03402961655387 | Frame avg: 20.394000000000005ms | Frame max: 23.6        ms | Game avg: 0.002       ms | Render avg: 0.012       ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  815761ms] [LOG] FPS: 42.00859710824542 | Frame avg: 23.804651162790694ms | Frame max: 33.1        ms | Game avg: 0.009302325581395349ms | Render avg: 0.013953488372093023ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  820766ms] [LOG] FPS: 43.32414336352895 | Frame avg: 23.081818181818182ms | Frame max: 32.900000000000006ms | Game avg: 0.004545454545454545ms | Render avg: 0.00909090909090909ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  825770ms] [LOG] FPS: 42.97421547071756 | Frame avg: 23.26976744186047ms | Frame max: 32.5        ms | Game avg: 0.004651162790697674ms | Render avg: 0.0069767441860465115ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  830769ms] [LOG] FPS: 45.75748532776284 | Frame avg: 21.85434782608696ms | Frame max: 34.10000000000001ms | Game avg: 0.002173913043478261ms | Render avg: 0.023913043478260874ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  835760ms] [LOG] FPS: 42.43141898559305 | Frame avg: 23.567441860465117ms | Frame max: 35.0        ms | Game avg: 0.0069767441860465115ms | Render avg: 0.011627906976744188ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  840751ms] [LOG] FPS: 40.755467196819076 | Frame avg: 24.536585365853664ms | Frame max: 33.800000000000004ms | Game avg: 0.002439024390243903ms | Render avg: 0.004878048780487806ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  845758ms] [LOG] FPS: 42.59534422981674 | Frame avg: 23.476744186046513ms | Frame max: 34.2        ms | Game avg: 0.0         ms | Render avg: 0.0069767441860465115ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  850757ms] [LOG] FPS: 40.01561585008783 | Frame avg: 24.99024390243903ms | Frame max: 34.4        ms | Game avg: 0.002439024390243903ms | Render avg: 0.012195121951219513ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  855761ms] [LOG] FPS: 41.910331384015585 | Frame avg: 23.860465116279073ms | Frame max: 33.0        ms | Game avg: 0.0         ms | Render avg: 0.004651162790697674ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  860761ms] [LOG] FPS: 40.897755610972574 | Frame avg: 24.45121951219512ms | Frame max: 34.10000000000001ms | Game avg: 0.0         ms | Render avg: 0.004878048780487806ms | Window hitches: 3 @ http://127.0.0.1:9999/pixl.js:5
[  865760ms] [LOG] FPS: 42.97851074462768 | Frame avg: 23.26744186046512ms | Frame max: 34.4        ms | Game avg: 0.0069767441860465115ms | Render avg: 0.002325581395348837ms | Window hitches: 4 @ http://127.0.0.1:9999/pixl.js:5
[  870762ms] [LOG] FPS: 43.307086614173215 | Frame avg: 23.090909090909097ms | Frame max: 38.400000000000006ms | Game avg: 0.006818181818181819ms | Render avg: 0.00909090909090909ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  875743ms] [LOG] FPS: 43.19230391675665 | Frame avg: 23.152272727272727ms | Frame max: 32.7        ms | Game avg: 0.00909090909090909ms | Render avg: 0.011363636363636364ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  880756ms] [LOG] FPS: 43.551420370187074 | Frame avg: 22.961363636363636ms | Frame max: 34.5        ms | Game avg: 0.013636363636363637ms | Render avg: 0.00909090909090909ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  885752ms] [LOG] FPS: 42.24798585183729 | Frame avg: 23.669767441860465ms | Frame max: 33.4        ms | Game avg: 0.0         ms | Render avg: 0.016279069767441864ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  890763ms] [LOG] FPS: 41.56358238495793 | Frame avg: 24.059523809523814ms | Frame max: 31.8        ms | Game avg: 0.014285714285714287ms | Render avg: 0.016666666666666666ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  895752ms] [LOG] FPS: 41.428289603472095 | Frame avg: 24.138095238095232ms | Frame max: 32.2        ms | Game avg: 0.0071428571428571435ms | Render avg: 0.009523809523809525ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  900754ms] [LOG] FPS: 44.5191927186387 | Frame avg: 22.462222222222223ms | Frame max: 33.4        ms | Game avg: 0.004444444444444445ms | Render avg: 0.00888888888888889ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  905769ms] [LOG] FPS: 41.74950298210736 | Frame avg: 23.952380952380953ms | Frame max: 33.0        ms | Game avg: 0.0071428571428571435ms | Render avg: 0.0071428571428571435ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  910762ms] [LOG] FPS: 42.561615361773725 | Frame avg: 23.49534883720931ms | Frame max: 33.800000000000004ms | Game avg: 0.004651162790697674ms | Render avg: 0.009302325581395349ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  915746ms] [LOG] FPS: 42.91426899444065 | Frame avg: 23.30227272727273ms | Frame max: 34.5        ms | Game avg: 0.013636363636363637ms | Render avg: 0.006818181818181819ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  920757ms] [LOG] FPS: 43.99120175964807 | Frame avg: 22.731818181818184ms | Frame max: 37.50000000000001ms | Game avg: 0.0022727272727272726ms | Render avg: 0.004545454545454545ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  925762ms] [LOG] FPS: 40.86000583714369 | Frame avg: 24.473809523809525ms | Frame max: 34.4        ms | Game avg: 0.002380952380952381ms | Render avg: 0.004761904761904762ms | Window hitches: 3 @ http://127.0.0.1:9999/pixl.js:5
[  930769ms] [LOG] FPS: 43.65945624131772 | Frame avg: 22.904545454545456ms | Frame max: 33.4        ms | Game avg: 0.0022727272727272726ms | Render avg: 0.00909090909090909ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  935746ms] [LOG] FPS: 41.98320671731307 | Frame avg: 23.819047619047623ms | Frame max: 34.0        ms | Game avg: 0.004761904761904762ms | Render avg: 0.009523809523809525ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  940760ms] [LOG] FPS: 41.60063391442156 | Frame avg: 24.038095238095234ms | Frame max: 42.9        ms | Game avg: 0.0         ms | Render avg: 0.0071428571428571435ms | Window hitches: 4 @ http://127.0.0.1:9999/pixl.js:5
[  945757ms] [LOG] FPS: 39.04343582235237 | Frame avg: 25.6125     ms | Frame max: 34.2        ms | Game avg: 0.0025      ms | Render avg: 0.0075000000000000015ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  950755ms] [LOG] FPS: 43.9340988517224 | Frame avg: 22.761363636363644ms | Frame max: 34.60000000000001ms | Game avg: 0.0         ms | Render avg: 0.00909090909090909ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  955771ms] [LOG] FPS: 42.957042957042965 | Frame avg: 23.27906976744186ms | Frame max: 34.300000000000004ms | Game avg: 0.002325581395348837ms | Render avg: 0.004651162790697674ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  960762ms] [LOG] FPS: 41.74352004659742 | Frame avg: 23.95581395348837ms | Frame max: 34.9        ms | Game avg: 0.002325581395348837ms | Render avg: 0.011627906976744188ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  965762ms] [LOG] FPS: 43.694141012909625 | Frame avg: 22.88636363636364ms | Frame max: 35.1        ms | Game avg: 0.006818181818181819ms | Render avg: 0.006818181818181819ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  970759ms] [LOG] FPS: 43.28152665748574 | Frame avg: 23.104545454545455ms | Frame max: 34.60000000000001ms | Game avg: 0.0022727272727272726ms | Render avg: 0.011363636363636364ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[  975761ms] [LOG] FPS: 41.699761715647334 | Frame avg: 23.980952380952385ms | Frame max: 34.60000000000001ms | Game avg: 0.002380952380952381ms | Render avg: 0.02380952380952381ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[  980756ms] [LOG] FPS: 44.10899823564006 | Frame avg: 22.671111111111117ms | Frame max: 33.1        ms | Game avg: 0.004444444444444445ms | Render avg: 0.0         ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  985753ms] [LOG] FPS: 44.444444444444436 | Frame avg: 22.500000000000004ms | Frame max: 31.5        ms | Game avg: 0.0         ms | Render avg: 0.0         ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[  990756ms] [LOG] FPS: 40.27109321284747 | Frame avg: 24.831707317073164ms | Frame max: 35.0        ms | Game avg: 0.029268292682926834ms | Render avg: 0.007317073170731709ms | Window hitches: 3 @ http://127.0.0.1:9999/pixl.js:5
[  995752ms] [LOG] FPS: 41.795203502836095 | Frame avg: 23.92619047619048ms | Frame max: 38.400000000000006ms | Game avg: 0.002380952380952381ms | Render avg: 0.0         ms | Window hitches: 3 @ http://127.0.0.1:9999/pixl.js:5
[ 1000750ms] [LOG] FPS: 44.96139184830418 | Frame avg: 22.241304347826084ms | Frame max: 31.400000000000006ms | Game avg: 0.0         ms | Render avg: 0.006521739130434783ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[ 1005776ms] [LOG] FPS: 41.69562195969422 | Frame avg: 23.983333333333338ms | Frame max: 37.1        ms | Game avg: 0.0         ms | Render avg: 0.009523809523809525ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[ 1010775ms] [LOG] FPS: 42.96455424274973 | Frame avg: 23.275000000000002ms | Frame max: 34.2        ms | Game avg: 0.020454545454545458ms | Render avg: 0.011363636363636364ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[ 1015746ms] [LOG] FPS: 41.35893648449039 | Frame avg: 24.17857142857143ms | Frame max: 32.5        ms | Game avg: 0.002380952380952381ms | Render avg: 0.002380952380952381ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[ 1020768ms] [LOG] FPS: 40.934504792332255 | Frame avg: 24.429268292682934ms | Frame max: 35.2        ms | Game avg: 0.004878048780487806ms | Render avg: 0.007317073170731709ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[ 1025762ms] [LOG] FPS: 42.735042735042725 | Frame avg: 23.400000000000006ms | Frame max: 32.6        ms | Game avg: 0.002325581395348837ms | Render avg: 0.009302325581395349ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[ 1030763ms] [LOG] FPS: 53.84385282680228 | Frame avg: 18.57222222222222ms | Frame max: 23.6        ms | Game avg: 0.001851851851851852ms | Render avg: 0.005555555555555556ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[ 1035767ms] [LOG] FPS: 42.02501954652072 | Frame avg: 23.795348837209307ms | Frame max: 34.10000000000001ms | Game avg: 0.016279069767441864ms | Render avg: 0.016279069767441864ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[ 1040758ms] [LOG] FPS: 42.38541153277476 | Frame avg: 23.593023255813957ms | Frame max: 39.2        ms | Game avg: 0.002325581395348837ms | Render avg: 0.009302325581395349ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[ 1045763ms] [LOG] FPS: 43.213514044392056 | Frame avg: 23.140909090909098ms | Frame max: 32.900000000000006ms | Game avg: 0.0         ms | Render avg: 0.011363636363636364ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[ 1050761ms] [LOG] FPS: 41.800330514241274 | Frame avg: 23.92325581395349ms | Frame max: 32.900000000000006ms | Game avg: 0.002325581395348837ms | Render avg: 0.002325581395348837ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[ 1055747ms] [LOG] FPS: 41.485578822599756 | Frame avg: 24.10476190476191ms | Frame max: 34.300000000000004ms | Game avg: 0.004761904761904762ms | Render avg: 0.011904761904761906ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[ 1060759ms] [LOG] FPS: 41.88690535554004 | Frame avg: 23.873809523809527ms | Frame max: 32.6        ms | Game avg: 0.0071428571428571435ms | Render avg: 0.0071428571428571435ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[ 1065763ms] [LOG] FPS: 41.7578047325512 | Frame avg: 23.947619047619046ms | Frame max: 34.10000000000001ms | Game avg: 0.002380952380952381ms | Render avg: 0.0071428571428571435ms | Window hitches: 2 @ http://127.0.0.1:9999/pixl.js:5
[ 1070780ms] [LOG] FPS: 41.74950298210736 | Frame avg: 23.952380952380953ms | Frame max: 33.0        ms | Game avg: 0.0         ms | Render avg: 0.0071428571428571435ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[ 1075745ms] [LOG] FPS: 42.24383534728362 | Frame avg: 23.672093023255815ms | Frame max: 41.2        ms | Game avg: 0.002325581395348837ms | Render avg: 0.0069767441860465115ms | Window hitches: 3 @ http://127.0.0.1:9999/pixl.js:5
[ 1080761ms] [LOG] FPS: 42.17753800882785 | Frame avg: 23.709302325581397ms | Frame max: 34.4        ms | Game avg: 0.0         ms | Render avg: 0.011627906976744188ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[ 1085752ms] [LOG] FPS: 43.34548320362524 | Frame avg: 23.070454545454552ms | Frame max: 32.300000000000004ms | Game avg: 0.0         ms | Render avg: 0.004545454545454545ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[ 1090773ms] [LOG] FPS: 35.25609636666339 | Frame avg: 28.363888888888898ms | Frame max: 32.0        ms | Game avg: 0.0         ms | Render avg: 0.002777777777777778ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[ 1095755ms] [LOG] FPS: 40.68671231517315 | Frame avg: 24.578048780487812ms | Frame max: 32.5        ms | Game avg: 0.007317073170731709ms | Render avg: 0.009756097560975611ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[ 1100748ms] [LOG] FPS: 41.39154429880753 | Frame avg: 24.159523809523808ms | Frame max: 33.2        ms | Game avg: 0.0         ms | Render avg: 0.011904761904761906ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[ 1105762ms] [LOG] FPS: 55.94964531921269 | Frame avg: 17.87321428571429ms | Frame max: 24.800000000000004ms | Game avg: 0.0         ms | Render avg: 0.0071428571428571435ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[ 1110741ms] [LOG] FPS: 43.49115350400316 | Frame avg: 22.993181818181817ms | Frame max: 32.400000000000006ms | Game avg: 0.040909090909090916ms | Render avg: 0.006818181818181819ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[ 1115762ms] [LOG] FPS: 43.17111459968602 | Frame avg: 23.163636363636364ms | Frame max: 34.0        ms | Game avg: 0.006818181818181819ms | Render avg: 0.004545454545454545ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[ 1120757ms] [LOG] FPS: 39.28115486595305 | Frame avg: 25.457500000000003ms | Frame max: 40.900000000000006ms | Game avg: 0.0025      ms | Render avg: 0.0125      ms | Window hitches: 3 @ http://127.0.0.1:9999/pixl.js:5
[ 1125748ms] [LOG] FPS: 42.28121927236972 | Frame avg: 23.651162790697676ms | Frame max: 37.6        ms | Game avg: 0.004651162790697674ms | Render avg: 0.016279069767441864ms | Window hitches: 3 @ http://127.0.0.1:9999/pixl.js:5
[ 1130763ms] [LOG] FPS: 44.014084507042256 | Frame avg: 22.72       ms | Frame max: 32.1        ms | Game avg: 0.0022222222222222227ms | Render avg: 0.00888888888888889ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
[ 1135738ms] [LOG] FPS: 40.8366533864542 | Frame avg: 24.48780487804877ms | Frame max: 33.5        ms | Game avg: 0.014634146341463417ms | Render avg: 0.012195121951219513ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[ 1140753ms] [LOG] FPS: 41.87437686939183 | Frame avg: 23.880952380952376ms | Frame max: 35.1        ms | Game avg: 0.011904761904761906ms | Render avg: 0.004761904761904762ms | Window hitches: 1 @ http://127.0.0.1:9999/pixl.js:5
[ 1145761ms] [LOG] FPS: 42.72230501738699 | Frame avg: 23.406976744186046ms | Frame max: 33.300000000000004ms | Game avg: 0.002325581395348837ms | Render avg: 0.0186046511627907ms | Window hitches: 0 @ http://127.0.0.1:9999/pixl.js:5
